"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Texas","Collin",2000,366,226,85,36,18,1,0,201,129,44,0,0,314,52,0
"Texas","Culberson",2000,101,97,4,0,0,0,0,58,40,20,0,0,0,101,0
"Texas","Dallas",2000,366,129,188,34,12,3,0,204,115,58,0,41,124,200,1
"Texas","Denton",2000,363,276,43,30,12,2,0,206,112,35,0,65,298,0,0
"Texas","Ector",2000,56,49,7,0,0,0,0,63,54,31,0,0,0,56,0
"Texas","El Paso",2000,366,114,210,40,2,0,0,179,105,61,33,58,181,58,36
"Texas","Ellis",2000,364,247,67,36,13,1,0,203,119,42,0,24,331,0,9
"Texas","Galveston",2000,366,260,75,23,6,2,0,225,91,40,0,14,267,81,4
"Texas","Gregg",2000,361,222,96,29,14,0,0,195,108,44,0,11,288,62,0
"Texas","Harris",2000,366,84,209,31,26,16,0,241,159,60,0,49,121,184,12
"Texas","Hidalgo",2000,366,308,51,7,0,0,0,136,59,34,0,0,289,74,3
"Texas","Hood",2000,226,158,51,16,1,0,0,174,97,35,0,0,226,0,0
"Texas","Jefferson",2000,366,220,96,34,15,1,0,210,115,45,0,2,267,97,0
"Texas","Johnson",2000,232,166,46,18,2,0,0,172,97,35,0,0,232,0,0
"Texas","Kaufman",2000,99,92,5,2,0,0,0,133,48,27,0,18,81,0,0
"Texas","Lubbock",2000,115,103,11,1,0,0,0,101,51,28,0,0,0,104,11
"Texas","Marion",2000,360,236,84,29,10,1,0,205,112,44,0,16,289,55,0
"Texas","McLennan",2000,75,49,26,0,0,0,0,83,60,40,0,0,0,75,0
"Texas","Montgomery",2000,366,236,82,32,15,1,0,201,122,43,0,12,305,49,0
"Texas","Nueces",2000,366,296,58,11,1,0,0,161,64,36,0,0,287,69,10
"Texas","Orange",2000,366,278,55,28,5,0,0,172,97,38,0,27,307,32,0
"Texas","Parker",2000,144,104,26,12,2,0,0,179,100,36,0,0,144,0,0
"Texas","Potter",2000,57,52,5,0,0,0,0,64,47,26,0,0,0,57,0
"Texas","Rockwall",2000,142,95,24,18,5,0,0,185,112,33,0,0,142,0,0
"Texas","Smith",2000,354,244,76,29,5,0,0,161,100,42,0,8,346,0,0
"Texas","Tarrant",2000,366,137,178,36,15,0,0,200,122,56,0,32,132,201,1
"Texas","Travis",2000,366,177,154,25,10,0,0,187,100,52,0,5,162,199,0
"Texas","Victoria",2000,353,321,23,8,1,0,0,154,50,30,0,0,353,0,0
"Texas","Webb",2000,366,295,67,4,0,0,0,129,61,37,121,0,169,72,4
"Utah","Box Elder",2000,43,35,7,1,0,0,0,101,70,25,0,0,0,43,0
"Utah","Cache",2000,324,228,84,11,1,0,0,155,77,35,110,0,148,45,21
"Utah","Davis",2000,359,222,110,21,4,2,0,214,97,44,4,183,145,27,0
"Utah","Garfield",2000,101,100,1,0,0,0,0,53,20,9,0,0,0,101,0
"Utah","Grand",2000,57,56,1,0,0,0,0,52,33,17,0,0,0,0,57
"Utah","Salt Lake",2000,366,136,178,39,12,1,0,206,112,56,0,100,132,88,46
"Utah","San Juan",2000,344,223,110,11,0,0,0,129,77,45,0,0,339,5,0
"Utah","Tooele",2000,112,95,17,0,0,0,0,97,58,20,0,0,0,112,0
"Utah","Uintah",2000,16,16,0,0,0,0,0,23,16,5,0,0,0,0,16
"Utah","Utah",2000,366,166,173,21,6,0,0,200,97,53,6,128,134,84,14
"Utah","Washington",2000,83,83,0,0,0,0,0,42,24,13,0,0,0,83,0
"Utah","Wayne",2000,70,69,1,0,0,0,0,54,21,10,0,0,0,70,0
"Utah","Weber",2000,366,242,103,17,4,0,0,190,84,43,163,11,151,37,4
"Vermont","Bennington",2000,279,227,48,3,1,0,0,164,60,34,0,0,169,107,3
"Vermont","Chittenden",2000,316,272,40,4,0,0,0,133,56,36,2,79,176,58,1
"Vermont","Rutland",2000,360,316,43,1,0,0,0,121,54,23,20,238,0,101,1
"Vermont","Washington",2000,117,82,34,1,0,0,0,121,65,34,0,0,0,111,6
"Virgin Islands","St Croix",2000,51,46,5,0,0,0,0,71,43,27,0,0,0,39,12
"Virgin Islands","St John",2000,356,346,10,0,0,0,0,95,41,25,0,0,322,34,0
"Virgin Islands","St Thomas",2000,54,40,14,0,0,0,0,83,63,27,0,0,0,12,42
"Virginia","Alexandria City",2000,366,299,59,7,1,0,0,174,62,37,0,260,106,0,0
"Virginia","Arlington",2000,366,229,121,13,3,0,0,182,84,43,6,184,97,79,0
"Virginia","Bristol City",2000,117,38,75,4,0,0,0,144,81,58,0,0,0,117,0
"Virginia","Caroline",2000,351,296,45,9,1,0,0,156,64,31,0,141,210,0,0
"Virginia","Carroll",2000,55,54,1,0,0,0,0,53,37,16,0,0,0,0,55
"Virginia","Charles",2000,355,240,103,12,0,0,0,140,80,40,0,122,156,77,0
"Virginia","Charlottesville City",2000,60,57,3,0,0,0,0,61,40,19,0,0,0,0,60
"Virginia","Chesapeake City",2000,301,154,146,1,0,0,0,108,75,50,0,0,0,285,16
"Virginia","Chesterfield",2000,259,129,107,22,1,0,0,159,100,51,0,0,180,79,0
"Virginia","Culpeper",2000,60,60,0,0,0,0,0,37,30,16,0,0,0,0,60
"Virginia","Fairfax",2000,366,150,187,25,3,1,0,203,97,54,0,62,124,180,0
"Virginia","Fauquier",2000,214,152,51,10,1,0,0,154,84,42,0,0,214,0,0
"Virginia","Frederick",2000,214,159,45,8,2,0,0,156,84,39,0,0,214,0,0
"Virginia","Fredericksburg City",2000,58,58,0,0,0,0,0,40,30,15,0,0,0,0,58
"Virginia","Giles",2000,345,205,99,39,2,0,0,161,101,45,0,0,345,0,0
"Virginia","Hampton City",2000,366,255,91,18,2,0,0,156,87,37,105,0,191,66,4
"Virginia","Henrico",2000,261,134,108,17,2,0,0,169,93,50,0,0,168,93,0
"Virginia","King William",2000,61,61,0,0,0,0,0,40,31,15,0,0,0,0,61
"Virginia","Loudoun",2000,362,260,83,18,1,0,0,169,77,38,0,125,151,86,0
"Virginia","Lynchburg City",2000,77,29,46,2,0,0,0,105,90,56,0,0,0,77,0
"Virginia","Madison",2000,357,227,102,27,1,0,0,169,93,43,0,0,327,30,0
"Virginia","Newport News City",2000,113,54,58,1,0,0,0,106,71,51,0,0,0,113,0
"Virginia","Norfolk City",2000,366,293,71,2,0,0,0,113,60,33,10,249,0,107,0
"Virginia","Northumberland",2000,61,61,0,0,0,0,0,41,29,13,0,0,0,0,61
"Virginia","Page",2000,257,141,106,8,2,0,0,185,87,47,0,0,179,78,0
"Virginia","Prince Edward",2000,358,284,59,15,0,0,0,147,80,36,0,0,358,0,0
"Virginia","Prince William",2000,366,306,45,13,2,0,0,169,71,32,0,153,209,0,4
"Virginia","Richmond City",2000,366,164,197,5,0,0,0,134,80,54,0,82,0,283,1
"Virginia","Roanoke",2000,366,279,68,17,2,0,0,177,87,37,0,159,207,0,0
"Virginia","Roanoke City",2000,366,287,76,3,0,0,0,111,62,15,247,0,0,112,7
"Virginia","Rockbridge",2000,224,138,77,9,0,0,0,136,84,45,0,0,169,55,0
"Virginia","Rockingham",2000,60,58,2,0,0,0,0,54,39,21,0,0,0,0,60
"Virginia","Salem City",2000,117,45,68,4,0,0,0,121,84,55,0,0,0,117,0
"Virginia","Stafford",2000,214,145,55,13,1,0,0,151,93,44,0,0,214,0,0
"Virginia","Suffolk City",2000,214,118,60,34,2,0,0,164,119,48,0,0,214,0,0
"Virginia","Virginia Beach City",2000,116,58,57,1,0,0,0,111,74,52,0,0,0,116,0
"Virginia","Warren",2000,58,58,0,0,0,0,0,42,27,17,0,0,0,0,58
"Virginia","Winchester City",2000,59,59,0,0,0,0,0,46,30,17,0,0,0,0,59
"Virginia","Wise",2000,41,41,0,0,0,0,0,40,30,19,0,0,0,0,41
"Virginia","Wythe",2000,213,127,68,17,1,0,0,154,100,47,0,0,213,0,0
"Washington","Adams",2000,11,7,4,0,0,0,0,72,66,46,0,0,0,11,0
"Washington","Asotin",2000,59,56,3,0,0,0,0,74,49,22,0,0,0,0,59
"Washington","Benton",2000,336,291,41,4,0,0,0,138,58,19,0,0,0,76,260
"Washington","Chelan",2000,85,85,0,0,0,0,0,47,36,19,0,0,0,0,85
"Washington","Clallam",2000,324,305,19,0,0,0,0,96,39,25,0,0,283,41,0
"Washington","Clark",2000,366,311,49,6,0,0,0,134,58,32,140,0,127,99,0
"Washington","Cowlitz",2000,61,60,1,0,0,0,0,56,28,17,0,0,0,0,61
"Washington","Jefferson",2000,59,43,15,1,0,0,0,106,61,30,0,0,0,59,0
"Washington","King",2000,366,159,188,18,1,0,0,151,85,53,9,24,36,297,0
"Washington","Kitsap",2000,63,48,15,0,0,0,0,68,59,35,0,0,0,63,0
"Washington","Kittitas",2000,124,119,5,0,0,0,0,81,36,17,0,0,0,68,56
"Washington","Klickitat",2000,179,168,11,0,0,0,0,97,48,33,0,0,144,35,0
"Washington","Lewis",2000,195,180,15,0,0,0,0,98,48,29,0,0,120,75,0
"Washington","Pierce",2000,366,193,153,16,4,0,0,159,93,49,0,0,142,223,1
"Washington","Skagit",2000,353,343,10,0,0,0,0,72,40,27,0,0,323,30,0
"Washington","Snohomish",2000,366,243,112,11,0,0,0,129,76,40,24,0,0,342,0
"Washington","Spokane",2000,366,205,152,9,0,0,0,128,77,48,55,0,113,189,9
"Washington","Stevens",2000,108,99,8,0,1,0,0,155,46,23,0,0,0,0,108
"Washington","Thurston",2000,366,286,72,8,0,0,0,128,65,34,77,0,150,139,0
"Washington","Walla Walla",2000,119,107,11,1,0,0,0,131,54,20,0,0,0,0,119
"Washington","Whatcom",2000,235,210,25,0,0,0,0,79,51,30,0,0,135,97,3
"Washington","Whitman",2000,60,52,8,0,0,0,0,77,53,25,0,0,0,60,0
"Washington","Yakima",2000,366,345,18,3,0,0,0,124,35,15,261,0,0,53,52
"West Virginia","Berkeley",2000,113,42,66,5,0,0,0,132,81,55,0,0,0,109,4
"West Virginia","Brooke",2000,366,277,82,7,0,0,0,145,69,29,4,0,0,115,247
"West Virginia","Cabell",2000,262,130,111,21,0,0,0,150,93,51,0,0,163,96,3
"West Virginia","Gilmer",2000,347,289,50,7,1,0,0,151,74,34,0,0,347,0,0
"West Virginia","Greenbrier",2000,211,119,70,21,1,0,0,154,101,48,0,0,211,0,0
"West Virginia","Hancock",2000,366,239,115,12,0,0,0,150,76,42,23,0,120,103,120
"West Virginia","Harrison",2000,115,45,69,1,0,0,0,103,76,54,0,0,0,112,3
"West Virginia","Kanawha",2000,260,120,121,17,2,0,0,159,99,54,0,0,163,96,1
"West Virginia","Marion",2000,110,42,65,3,0,0,0,110,83,56,0,0,0,103,7
"West Virginia","Marshall",2000,113,47,64,2,0,0,0,107,83,55,0,0,0,105,8
"West Virginia","Mercer",2000,112,57,54,0,1,0,0,170,74,49,0,0,0,110,2
"West Virginia","Monongalia",2000,250,143,96,9,2,0,0,166,84,47,0,0,152,95,3
"West Virginia","Ohio",2000,366,273,85,6,2,0,0,156,75,36,105,0,168,90,3
"West Virginia","Raleigh",2000,120,60,59,1,0,0,0,102,75,52,0,0,0,116,4
"West Virginia","Summers",2000,118,84,34,0,0,0,0,93,67,34,0,0,0,113,5
"West Virginia","Tucker",2000,364,262,90,9,3,0,0,159,77,39,0,0,316,48,0
"West Virginia","Wood",2000,262,123,117,18,4,0,0,197,97,53,0,0,173,85,4
"Wisconsin","Brown",2000,247,180,60,6,1,0,0,154,77,40,0,0,165,82,0
"Wisconsin","Columbia",2000,184,150,29,4,1,0,0,151,67,42,0,0,184,0,0
"Wisconsin","Dane",2000,366,288,73,5,0,0,0,122,67,33,120,0,152,92,2
"Wisconsin","Dodge",2000,344,258,80,5,1,0,0,154,68,40,0,0,284,60,0
"Wisconsin","Door",2000,230,186,36,5,3,0,0,177,64,37,0,0,152,78,0
"Wisconsin","Douglas",2000,122,100,22,0,0,0,0,89,56,28,0,0,0,111,11
"Wisconsin","Florence",2000,173,146,25,2,0,0,0,122,61,37,0,0,173,0,0
"Wisconsin","Fond du Lac",2000,180,151,26,3,0,0,0,150,64,40,0,0,180,0,0
"Wisconsin","Grant",2000,51,31,19,1,0,0,0,113,78,36,0,0,0,51,0
"Wisconsin","Green",2000,72,57,12,2,1,0,0,156,67,38,0,0,72,0,0
"Wisconsin","Jefferson",2000,207,113,85,7,2,0,0,164,81,47,0,0,112,95,0
"Wisconsin","Kenosha",2000,244,152,77,11,4,0,0,159,87,45,0,0,170,74,0
"Wisconsin","Kewaunee",2000,184,159,20,2,3,0,0,156,58,41,0,0,184,0,0
"Wisconsin","Manitowoc",2000,242,173,61,6,2,0,0,197,71,41,0,0,169,73,0
"Wisconsin","Marathon",2000,186,155,26,5,0,0,0,150,61,39,0,0,165,0,21
"Wisconsin","Milwaukee",2000,366,153,200,11,2,0,0,156,87,55,0,64,84,217,1
"Wisconsin","Oneida",2000,162,141,19,2,0,0,0,115,51,36,0,0,162,0,0
"Wisconsin","Outagamie",2000,242,190,50,2,0,0,0,136,65,37,0,0,162,80,0
"Wisconsin","Ozaukee",2000,240,166,66,4,4,0,0,164,74,43,0,0,171,69,0
"Wisconsin","Racine",2000,362,321,32,8,1,0,0,154,54,22,180,0,182,0,0
"Wisconsin","Rock",2000,243,128,99,13,3,0,0,172,84,49,0,0,165,78,0
"Wisconsin","Sauk",2000,179,135,37,7,0,0,0,147,71,42,0,0,179,0,0
"Wisconsin","Sheboygan",2000,184,143,32,5,4,0,0,200,84,42,0,0,184,0,0
"Wisconsin","St. Croix",2000,209,160,42,7,0,0,0,122,74,40,0,0,177,32,0
"Wisconsin","Taylor",2000,364,329,31,4,0,0,0,133,50,35,0,0,364,0,0
"Wisconsin","Vernon",2000,181,153,23,5,0,0,0,133,61,40,0,0,181,0,0
"Wisconsin","Vilas",2000,210,187,21,2,0,0,0,122,51,34,0,0,170,39,1
"Wisconsin","Walworth",2000,184,134,41,9,0,0,0,143,87,44,0,0,184,0,0
"Wisconsin","Washington",2000,182,154,22,6,0,0,0,147,71,40,0,0,182,0,0
"Wisconsin","Waukesha",2000,366,180,177,8,1,0,0,151,79,51,7,0,100,258,1
"Wisconsin","Winnebago",2000,242,182,57,3,0,0,0,147,69,40,0,0,165,77,0
"Wisconsin","Wood",2000,115,75,38,2,0,0,0,111,71,33,0,0,0,115,0
"Wyoming","Albany",2000,357,185,159,11,2,0,0,172,87,50,0,0,347,2,8
"Wyoming","Campbell",2000,163,110,50,2,1,0,0,165,71,30,0,0,0,61,102
"Wyoming","Carbon",2000,60,57,3,0,0,0,0,88,46,17,0,0,0,0,60
"Wyoming","Converse",2000,96,90,6,0,0,0,0,62,41,20,0,0,0,45,51
"Wyoming","Fremont",2000,125,94,29,2,0,0,0,109,74,26,0,0,0,107,18
"Wyoming","Laramie",2000,116,111,5,0,0,0,0,57,37,21,0,0,0,106,10
"Wyoming","Lincoln",2000,359,346,12,1,0,0,0,108,34,15,0,0,0,0,359
"Wyoming","Natrona",2000,57,57,0,0,0,0,0,42,28,13,0,0,0,0,57
"Wyoming","Park",2000,110,104,6,0,0,0,0,85,36,13,0,0,0,55,55
"Wyoming","Platte",2000,61,59,2,0,0,0,0,81,31,14,0,0,0,0,61
"Wyoming","Sheridan",2000,226,174,48,4,0,0,0,124,68,30,0,0,0,101,125
"Wyoming","Sublette",2000,362,229,125,8,0,0,0,129,74,47,0,0,361,1,0
"Wyoming","Sweetwater",2000,288,265,22,0,1,0,0,172,48,24,0,0,0,0,288
"Wyoming","Teton",2000,361,289,72,0,0,0,0,100,61,44,0,0,356,1,4
